ID,First Name,Last Name,Email,Password,Annual Gross Income,Federal tax,Ontario tax,CPP,EI,Net Income
215,Megen,Josefson,mjosefson5y@hostgator.com,4pRNKYqtpYDD,190316.0,42240.49,16556.53,3499.8,952.74,127066.44
216,Carolyn,Mogey,cmogey5z@examiner.com,AXR38LJ3,268816.0,66889.82,25317.13,3499.8,952.74,172156.51
217,Cobbie,Eisold,ceisold60@spotify.com,w8kURt,207351.0,47180.64,18457.64,3499.8,952.74,137260.18
218,Moll,Weavill,mweavill61@illinois.edu,tteYVuY,131511.0,25910.46,10137.99,3499.8,952.74,91010.01
219,Valaree,Papes,vpapes62@sciencedaily.com,r8cJiZTQphsg,154839.0,31975.74,12597.3,3499.8,952.74,105813.42
220,Lebbie,Mabbot,lmabbot63@unblog.fr,nxDuuC,123256.0,23764.16,9382.66,3499.8,952.74,85656.64
221,Iosep,Targe,itarge64@deviantart.com,XoqQML2DBYjy,227684.0,53316.25,20726.8,3499.8,952.74,149188.41
222,Dawna,Asey,dasey65@digg.com,277LVoohZEu,144234.0,29218.44,11413.78,3499.8,952.74,99149.24
223,Danice,Jikovsky,djikovsky66@intel.com,HTVK5RnN,220614.0,51026.91,19937.79,3499.8,952.74,145196.76
224,Mikel,Monckman,mmonckman67@sbwire.com,EVSiqVMtYJeT,56531.0,8828.02,3277.32,3222.27,893.19,40310.2
225,Culley,Drejer,cdrejer68@engadget.com,vhB3tj,211156.0,48284.09,18882.28,3499.8,952.74,139537.09
226,Lindsy,Ramel,lramel69@redcross.org,WxXWMIUJzH2J,265750.0,65878.04,24974.97,3499.8,952.74,170444.45
227,Rem,Czyz,rczyz6a@de.vu,S633M3Azt2,251108.0,61046.17,23340.92,3499.8,952.74,162268.37
228,Janeczka,Marchington,jmarchington6b@soundcloud.com,pWjyKhkxyGyN,58251.0,9180.62,3434.7,3320.31,920.37,41395.0
229,Mattie,Bacchus,mbacchus6c@sfgate.com,cgMLeZ,77530.0,13132.81,5198.73,3499.8,952.74,54745.92
230,Shane,Feehan,sfeehan6d@msn.com,aDWZk6,286394.0,72690.55,27278.84,3499.8,952.74,181972.07
231,Brennan,Scroggins,bscroggins6e@archive.org,XO9SvHnBnGFp,50969.0,7687.81,2768.4,2905.23,805.31,36802.25
232,Durward,Danit,ddanit6f@mac.com,8i8nyRUFmN2,183196.0,40175.69,15761.94,3499.8,952.74,122805.83
233,Godfry,Pugh,gpugh6g@icio.us,eIPBSk,283776.0,71826.61,26986.67,3499.8,952.74,180510.18
234,Perry,Blundell,pblundell6h@webeden.co.uk,5xuNgOLghqb,173341.0,37317.74,14662.12,3499.8,952.74,116908.6
235,Beryl,Palia,bpalia6i@ow.ly,i95pKFBg,57364.0,8998.78,3353.54,3269.75,906.35,40835.58
236,Raviv,Bleazard,rbleazard6j@simplemachines.org,R9AHl1W,299261.0,76936.66,28820.6,3499.8,952.74,189051.2
237,Aharon,Hickin,ahickin6k@time.com,Vvq4drkae4u,203125.0,45955.1,17986.02,3499.8,952.74,134731.34
238,Druci,Tomaskunas,dtomaskunas6l@nationalgeographic.com,yvQjd4uHf,207585.0,47248.5,18483.75,3499.8,952.74,137400.21
239,Temp,Aubray,taubray6m@springer.com,7AAGx1lNTs3r,278098.0,69952.88,26353.0,3499.8,952.74,177339.58
240,Casandra,Bredee,cbredee6n@sogou.com,kSu52AD,278938.0,70230.07,26446.75,3499.8,952.74,177808.64
241,Novelia,Bohden,nbohden6o@foxnews.com,7tO2j01VB3y,91894.0,16077.43,6513.03,3499.8,952.74,64851.0
242,Gert,Ceely,gceely6p@mashable.com,ECizJZaADaA,280321.0,70686.46,26601.09,3499.8,952.74,178580.91
243,Horatio,Zanettini,hzanettini6q@pcworld.com,H3LM3nVrw,169542.0,36216.03,14238.15,3499.8,952.74,114635.28
244,Ruddie,Janata,rjanata6r@privacy.gov.au,zdFoumEUv4,48769.0,7315.35,2567.1,2779.83,770.55,35336.17
245,Staford,Leyborne,sleyborne6s@soup.io,ZPeiV1q,225418.0,52568.47,20473.91,3499.8,952.74,147923.08
246,Hamid,McFadin,hmcfadin6t@icq.com,cavfCLophFZm,170094.0,36376.11,14299.76,3499.8,952.74,114965.59
247,Karee,Wehden,kwehden6u@arstechnica.com,kUPDh7,75391.0,12694.32,5003.01,3499.8,952.74,53241.13
248,Frederico,Veck,fveck6v@japanpost.jp,hqUNcLaiPaQD,29328.0,4399.2,1481.06,1671.7,463.38,21312.66
249,Estrellita,Krysztofowicz,ekrysztofowicz6w@github.com,bu8zwLhVc,257691.0,63218.56,24075.58,3499.8,952.74,165944.32
250,Diane-marie,Ivey,divey6x@amazonaws.com,1s55xze,65921.0,10752.97,4136.51,3499.8,952.74,46578.98
251,Merry,Farron,mfarron6y@reddit.com,kKQZOvVMmuw,113285.0,21171.7,8470.31,3499.8,952.74,79190.45
252,Wes,Belt,wbelt6z@parallels.com,rMbCRjX,220566.0,51012.99,19932.43,3499.8,952.74,145168.04
253,Wernher,Nimmo,wnimmo70@buzzfeed.com,Xc8KTj4,130781.0,25720.66,10071.2,3499.8,952.74,90536.6
254,Willette,Edling,wedling71@marketwatch.com,kuUDI1lB,180313.0,39339.62,15440.2,3499.8,952.74,121080.64
255,Merrile,Soanes,msoanes72@earthlink.net,f9oMfz5FQcFn,28984.0,4347.6,1463.69,1652.09,457.95,21062.67
256,Rona,Gilbanks,rgilbanks73@drupal.org,iwOhaUWsm,125225.0,24276.1,9562.82,3499.8,952.74,86933.54
257,Yance,Marrows,ymarrows74@timesonline.co.uk,vflOJD,132225.0,26096.1,10203.32,3499.8,952.74,91473.04
258,Myrwyn,Caslin,mcaslin75@liveinternet.ru,vokXS8X,247981.0,60014.26,22991.95,3499.8,952.74,160522.25
259,Zena,Morrott,zmorrott76@mayoclinic.com,UoWEUyJ2,193425.0,43142.1,16903.5,3499.8,952.74,128926.86
260,Glad,Barthram,gbarthram77@clickbank.net,LKH9NRJ6,81333.0,13912.43,5546.7,3499.8,952.74,57421.33
261,Ashli,Myhan,amyhan78@prlog.org,KDMWzs,211836.0,48481.29,18958.16,3499.8,952.74,139944.01
262,Eudora,Loads,eloads79@a8.net,si7PDv,233278.0,55162.27,21351.09,3499.8,952.74,152312.1
263,Ara,Astbury,aastbury7a@harvard.edu,tZIEosab6j,176876.0,38342.89,15056.63,3499.8,952.74,119023.94
264,Ky,Ethelstone,kethelstone7b@surveymonkey.com,EhwmCuF,164377.0,34718.18,13661.74,3499.8,952.74,111544.54
265,Caterina,Madelin,cmadelin7c@cloudflare.com,mCKIhRMTbRx2,192062.0,42746.83,16751.39,3499.8,952.74,128111.24
266,Arlee,Jzhakov,ajzhakov7d@baidu.com,ui5dYCLURMO,158700.0,33071.85,13028.19,3499.8,952.74,108147.42
267,Fitz,Aubery,faubery7e@dropbox.com,quP0j5Zv,26146.0,3921.9,1320.37,1490.32,413.11,19000.3
268,Clareta,Kydde,ckydde7f@deviantart.com,aPs9Ht,290704.0,74112.85,27780.07,3499.8,952.74,184358.54
269,Rodrique,Colombier,rcolombier7g@blinklist.com,jMHGQb9Wuc,224899.0,52397.2,20415.99,3499.8,952.74,147633.27
270,Richmound,Bollis,rbollis7h@thetimes.co.uk,cSvDvJqzC9O,171002.0,36639.43,14401.09,3499.8,952.74,115508.94
271,Basilius,Troctor,btroctor7i@reference.com,iC8sgInsT,250392.0,60809.89,23261.01,3499.8,952.74,161868.56
272,Meagan,Baile,mbaile7j@virginia.edu,s2T5RB,222807.0,51706.84,20182.53,3499.8,952.74,146465.09
273,Portie,Turtle,pturtle7k@trellian.com,T8P1fxd,133541.0,26438.26,10323.74,3499.8,952.74,92326.46
274,Seumas,Dodgshon,sdodgshon7l@taobao.com,Ep4ZlPJBBZ,286680.0,72784.93,27310.75,3499.8,952.74,182131.78
275,Alika,Soloway,asoloway7m@alexa.com,xQKiHxHsf,235161.0,55783.66,21561.23,3499.8,952.74,153363.57
276,Thia,Pirozzi,tpirozzi7n@tiny.cc,u9AkQh,188978.0,41852.47,16407.21,3499.8,952.74,126265.78
277,Prisca,Carradice,pcarradice7o@gnu.org,aB46xjuo7p,236278.0,56152.27,21685.89,3499.8,952.74,153987.3
278,Matty,Felten,mfelten7p@creativecommons.org,K3o4aTW0Tb,63947.0,10348.3,3955.88,3499.8,952.74,45190.28
279,Chaddy,Desseine,cdesseine7q@dyndns.org,eg7QI6F,121846.0,23397.56,9253.64,3499.8,952.74,84742.26
280,Merwyn,Roscher,mroscher7r@1und1.de,NYKljhg,75991.0,12817.32,5057.91,3499.8,952.74,53663.23
281,Opaline,Scarsbrook,oscarsbrook7s@dropbox.com,zhxOzYWF,218916.0,50534.49,19748.29,3499.8,952.74,144180.68
282,Iorgo,Cafferty,icafferty7t@archive.org,A0jbyF2hGll,261793.0,64572.22,24533.36,3499.8,952.74,168234.88
283,Kat,Torre,ktorre7u@behance.net,J43jLY6,212163.0,48576.12,18994.66,3499.8,952.74,140139.68
284,Berke,Walker,bwalker7v@vinaora.com,YdFx8OPC5p,250961.0,60997.66,23324.51,3499.8,952.74,162186.29
285,Billy,Sprason,bsprason7w@kickstarter.com,dJGxAM1OVk,186819.0,41226.36,16166.27,3499.8,952.74,124973.83
286,Khalil,Corlett,kcorlett7x@umich.edu,U8RbSx,205308.0,46588.17,18229.64,3499.8,952.74,136037.65
287,Benedick,Bissell,bbissell7y@elpais.com,zHgPqN0T,129072.0,25276.32,9914.82,3499.8,952.74,89428.32
288,Ambrosi,Iliffe,ailiffe7z@webeden.co.uk,oqmUOTaAYj,33806.0,5070.9,1707.2,1926.94,534.13,24566.83
289,Audi,Gossart,agossart80@discuz.net,vhtPZ20hWo,160083.0,33472.92,13182.53,3499.8,952.74,108975.01
290,Roslyn,Grinstead,rgrinstead81@addtoany.com,a2uVLKSSVa4T,34299.0,5144.85,1732.1,1955.04,541.92,24925.09
291,Toni,Gotliffe,tgotliffe82@sogou.com,SgRurDAT,42283.0,6342.45,2135.29,2410.13,668.07,30727.06
292,Jany,Fielden,jfielden83@mapquest.com,f3pGnz,216488.0,49830.38,19477.33,3499.8,952.74,142727.75
293,Royal,Brome,rbrome84@shareasale.com,B8gEVvsqvpn,145518.0,29552.28,11557.07,3499.8,952.74,99956.11
294,Laurens,Linnitt,llinnitt85@freewebs.com,cbnyEp,110822.0,20531.32,8244.95,3499.8,952.74,77593.19
295,Farley,Gherardini,fgherardini86@aol.com,7QPD4E,89932.0,15675.22,6333.51,3499.8,952.74,63470.73
296,Kelci,Stammler,kstammler87@alexa.com,KazZytPmr4,250045.0,60695.38,23222.29,3499.8,952.74,161674.79
297,Delmore,Barlee,dbarlee88@blinklist.com,YogdSUA,200016.0,45053.49,17639.05,3499.8,952.74,132870.92
298,Sibella,Westlake,swestlake89@1und1.de,TmkQNu,90786.0,15850.29,6411.65,3499.8,952.74,64071.52
299,Coop,Downton,cdownton8a@themeforest.net,TwQaaj,215186.0,49452.79,19332.02,3499.8,952.74,141948.65
300,Thibaut,Pardew,tpardew8b@amazonaws.com,97RrYaVk,263646.0,65183.71,24740.16,3499.8,952.74,169269.59
301,Leighton,Vickars,lvickars8c@tripod.com,Du0mVL,139874.0,28084.84,10927.2,3499.8,952.74,96409.42
302,Putnem,De Pietri,pdepietri8d@t-online.de,dhTR1D,282036.0,71252.41,26792.48,3499.8,952.74,179538.57
303,Vassily,Carabine,vcarabine8e@msn.com,nEGmUQQpTFM,108957.0,20046.42,8074.3,3499.8,952.74,76383.74
304,Corinne,Feavearyear,cfeavearyear8f@t-online.de,sXTPdR4O0E9C,87238.0,15122.95,6087.01,3499.8,952.74,61575.5
305,Evanne,Guidotti,eguidotti8g@aboutads.info,7cfoo41KREkK,68476.0,11276.74,4370.29,3499.8,952.74,48376.43
306,Cirstoforo,Deveril,cdeveril8h@geocities.jp,BErKja,134798.0,26765.08,10438.75,3499.8,952.74,93141.63
307,Gauthier,Le - Count,glecount8i@ebay.co.uk,49eAtY,181370.0,39646.15,15558.16,3499.8,952.74,121713.15
308,Nikos,Oven,noven8j@about.com,q4MxlvoK,118780.0,22600.4,8973.1,3499.8,952.74,82753.96
309,Kristy,McClaurie,kmcclaurie8k@discuz.net,kIF9aeCjf3,98094.0,17348.43,7080.33,3499.8,952.74,69212.7
310,Cara,Kopec,ckopec8l@ucoz.com,XYiBTKgfnq,284224.0,71974.46,27036.66,3499.8,952.74,180760.34
311,Gwennie,Littley,glittley8m@jiathis.com,VRbtHn,295178.0,75589.27,28324.11,3499.8,952.74,186812.08
312,Joachim,Chatten,jchatten8n@hibu.com,NJTCBT0o,281562.0,71095.99,26739.59,3499.8,952.74,179273.88
313,Lyell,O' Molan,lomolan8o@pagesperso-orange.fr,FoXYgMUjoF1,277931.0,69897.76,26334.37,3499.8,952.74,177246.33
314,Carolyn,Sevior,csevior8p@wikipedia.org,NBIt7CN7gTC,97505.0,17227.69,7026.44,3499.8,952.74,68798.33
315,Grazia,Meynell,gmeynell8q@wsj.com,UjfPr5,60360.0,9612.97,3627.67,3440.52,952.74,42726.1
316,Eldin,Joselson,ejoselson8r@intel.com,sPS1JW0vx,192056.0,42745.09,16750.72,3499.8,952.74,128107.65
317,Gleda,Silverthorn,gsilverthorn8s@oracle.com,zU7w1yCw5g,45131.0,6769.65,2279.12,2572.47,713.07,32796.69
318,Paige,Hardman,phardman8t@cisco.com,HULedkm4Ezys,44594.0,6689.1,2252.0,2541.86,704.59,32406.45
319,Tiffany,Morrid,tmorrid8u@blogspot.com,egPuRXhzrlM,197502.0,44324.43,17358.49,3499.8,952.74,131366.54
320,Cristin,Pinnington,cpinnington8v@biblegateway.com,q2nOyHmv7F,55523.0,8621.38,3185.09,3164.81,877.26,39674.46
321,Ashlie,Blanchette,ablanchette8w@dell.com,TmrRFS,245214.0,59101.15,22683.15,3499.8,952.74,158977.16
322,Glenn,Washbrook,gwashbrook8x@freewebs.com,HA4zu8OYy3,34667.0,5200.05,1750.68,1976.02,547.74,25192.51
323,Jacinda,Melbert,jmelbert8y@qq.com,Spf1Zo,229615.0,53953.48,20942.3,3499.8,952.74,150266.68
324,Ive,Sexstone,isexstone8z@google.com.hk,HdQMgoR9tO,269991.0,67277.57,25448.26,3499.8,952.74,172812.63
325,Sutton,Davys,sdavys90@tiny.cc,pvEI6BopXW0,167929.0,35748.26,14058.14,3499.8,952.74,113670.06
326,Caz,Adamolli,cadamolli91@sogou.com,mqI1chq3,270101.0,67313.86,25460.54,3499.8,952.74,172874.06
327,Ernie,Asling,easling92@quantcast.com,sOkKT2qjs76,49964.0,7494.6,2676.44,2847.95,789.43,36155.58
328,Aila,Parken,aparken93@dropbox.com,7mwRjKZ,37736.0,5660.4,1905.67,2150.95,596.23,27422.75
329,Jacinda,Moylan,jmoylan94@tripod.com,vGGj3b,195491.0,43741.24,17134.06,3499.8,952.74,130163.16
330,Lynnette,Backler,lbackler95@histats.com,3OkGbbTN1,241476.0,57867.61,22265.99,3499.8,952.74,156889.86
331,Malcolm,Moehler,mmoehler96@hud.gov,5zSC5z2J,46934.0,7040.1,2399.2,2675.24,741.56,34077.9
332,Carissa,Edgler,cedgler97@flavors.me,ITs8ruzOR7,211115.0,48272.2,18877.7,3499.8,952.74,139512.56
333,Beniamino,Gonnelly,bgonnelly98@edublogs.org,7ugUh7YBo,121005.0,23178.9,9176.69,3499.8,952.74,84196.87
334,Rianon,Semiraz,rsemiraz99@youtube.com,3pi9IzFiCzM,150511.0,30850.46,12114.29,3499.8,952.74,103093.71
335,Boy,Lugsdin,blugsdin9a@biblegateway.com,lQ6zPZx3qKL,48664.0,7299.6,2557.49,2773.85,768.89,35264.17
336,Luz,Lummis,llummis9b@unesco.org,9wBd70XRXoI,244871.0,58987.96,22644.87,3499.8,952.74,158785.63
337,Malory,Dictus,mdictus9c@bigcartel.com,5JobbIuGUT,218842.0,50513.03,19740.03,3499.8,952.74,144136.4
338,Emlen,Slaght,eslaght9d@goodreads.com,wKrble83yc5,66428.0,10856.9,4182.9,3499.8,952.74,46935.66
339,Quincy,Kenson,qkenson9e@cloudflare.com,ZkvTx8N4c,60479.0,9637.36,3638.56,3447.3,952.74,42803.04
340,Latrena,Pydcock,lpydcock9f@wsj.com,Od862y,59264.0,9388.28,3527.39,3378.05,936.37,42033.91
341,Frazer,Allcroft,fallcroft9g@google.de,pXCaWGLF,289393.0,73680.22,27620.65,3499.8,952.74,183639.59
342,Hervey,Trinkwon,htrinkwon9h@photobucket.com,q69RD8hFK0D,200052.0,45063.93,17643.07,3499.8,952.74,132892.46
343,Holden,Feary,hfeary9i@cbslocal.com,nXtmIs5TP,105671.0,19192.06,7773.63,3499.8,952.74,74252.77
344,Roselin,McRobert,rmcrobert9j@flickr.com,P1jSyekBWf0Y,32594.0,4889.1,1646.0,1857.86,514.99,23686.05
345,Neely,Inglese,ninglese9k@boston.com,vuNpWNREB,299275.0,76941.29,28822.31,3499.8,952.74,189058.86
346,Bobby,Gregore,bgregore9l@sciencedaily.com,GWk21z4M1uJk,86762.0,15025.38,6043.46,3499.8,952.74,61240.62
347,Lorelle,Retchford,lretchford9m@drupal.org,FBcEbAaxvv9,286294.0,72657.55,27267.68,3499.8,952.74,181916.23
348,Kameko,Cash,kcash9n@fotki.com,L8r8vjCHxF,46953.0,7042.95,2400.93,2676.32,741.86,34090.94
349,Aubrey,Scannell,ascannell9o@bravesites.com,oiYN2q6qK4Y,74468.0,12505.1,4918.56,3499.8,952.74,52591.8
350,Geri,Copson,gcopson9p@elegantthemes.com,3I78q4oH,114187.0,21406.22,8552.84,3499.8,952.74,79775.4
351,Jilly,Colvin,jcolvin9q@patch.com,uoxiXT3VD,219459.0,50691.96,19808.89,3499.8,952.74,144505.61
352,Lisette,Petlyura,lpetlyura9r@about.me,E5Nv7qo7c3C,188828.0,41808.97,16390.47,3499.8,952.74,126176.02
353,Uta,Gouck,ugouck9s@digg.com,3iiB9vxC,264637.0,65510.74,24850.76,3499.8,952.74,169822.96
354,Vale,Sherman,vsherman9t@ycombinator.com,EjNj0CY,46920.0,7038.0,2397.91,2674.44,741.34,34068.31
355,Regan,Seyffert,rseyffert9u@eepurl.com,LGGAgx,212523.0,48680.52,19034.83,3499.8,952.74,140355.11
356,Sheffield,Murch,smurch9v@nih.gov,1Hlc4EOX,255065.0,62351.99,23782.52,3499.8,952.74,164477.95
357,Ricoriki,Biss,rbiss9w@nasa.gov,OrnHfqylLMiY,287430.0,73032.43,27394.45,3499.8,952.74,182550.58
358,Maiga,Van den Broek,mvandenbroek9x@answers.com,hEMDNKza,249484.0,60510.25,23159.68,3499.8,952.74,161361.53
359,Mireielle,Meah,mmeah9y@upenn.edu,qRhr34ef4OoS,100114.0,17762.53,7265.16,3499.8,952.74,70633.77
360,Granger,Dust,gdust9z@webeden.co.uk,kVKy1HVGh,197211.0,44240.04,17326.01,3499.8,952.74,131192.41
361,Barris,Clissell,bclissella0@nba.com,YaGW8nyMxaYE,31698.0,4754.7,1600.75,1806.79,500.83,23034.93
362,Bourke,Duckworth,bduckwortha1@cisco.com,p80zjCK,82821.0,14217.47,5682.86,3499.8,952.74,58468.13
363,Caryl,Brennan,cbrennana2@zdnet.com,01LEc7sh,160193.0,33504.82,13194.8,3499.8,952.74,109040.84
364,Reynard,Roseman,rrosemana3@washington.edu,pc1l8N,35878.0,5381.7,1811.84,2045.05,566.87,26072.54
365,Modestia,Sweetman,msweetmana4@mit.edu,WOIAbqA,214422.0,49231.23,19246.76,3499.8,952.74,141491.47
366,Marlon,Caldeiro,mcaldeiroa5@wordpress.com,ktSxM0Xvcit,87338.0,15143.45,6096.16,3499.8,952.74,61645.85
367,Geraldine,Whillock,gwhillocka6@canalblog.com,Gx8aDdeFFn,54092.0,8328.02,3054.15,3083.24,854.65,38771.94
368,Avrit,Keeltagh,akeeltagha7@163.com,ZGldi4L2W,48889.0,7333.35,2578.08,2786.67,772.45,35418.45
369,Clovis,MacLachlan,cmaclachlana8@paypal.com,1T5KY2gLWR,261746.0,64556.71,24528.12,3499.8,952.74,168208.63
370,Bernelle,Cordelette,bcordelettea9@123-reg.co.uk,M0RFrM,112083.0,20859.18,8360.33,3499.8,952.74,78410.95
371,Henrik,Bern,hbernaa@nationalgeographic.com,83Z3GtPhMRGv,29415.0,4412.25,1485.46,1676.65,464.76,21375.88
372,Corina,Knutsen,cknutsenab@elegantthemes.com,m2MNlUYMBmb2,37479.0,5621.85,1892.69,2136.3,592.17,27235.99
373,Rey,Summerrell,rsummerrellac@mozilla.org,hGH2NWMhfz,156821.0,32526.94,12818.49,3499.8,952.74,107023.03
374,Fabiano,Keune,fkeunead@cnn.com,ZyHgnF6Iirl5,115468.0,21739.28,8670.06,3499.8,952.74,80606.12
375,Robena,de Pinna,rdepinnaae@wired.com,ABOC8i,28218.0,4232.7,1425.01,1608.43,445.84,20506.02
376,Guthrey,Nacci,gnacciaf@aboutads.info,0zZMVXOqL,215510.0,49546.75,19368.18,3499.8,952.74,142142.53
377,Kaiser,Seymour,kseymourag@geocities.jp,RZefRitY,122312.0,23518.72,9296.28,3499.8,952.74,85044.46
378,Agathe,Wingeatt,awingeattah@delicious.com,Ga5xMmflO,160892.0,33707.53,13272.81,3499.8,952.74,109459.12
379,Dorian,Rounsefull,drounsefullai@cloudflare.com,MUQuvRzmu,39122.0,5868.3,1975.66,2229.95,618.13,28429.96
380,Laurie,Leech,lleechaj@dailymotion.com,LeDwfi,206227.0,46854.68,18332.2,3499.8,952.74,136587.58
381,Newton,Baty,nbatyak@ebay.co.uk,hsSMpSrn7g,191518.0,42589.07,16690.67,3499.8,952.74,127785.72
382,Rickard,Caseri,rcaserial@fc2.com,TDlVNenROsM,264931.0,65607.76,24883.57,3499.8,952.74,169987.13
383,Karim,Gramer,kgrameram@domainmarket.com,0165BdqUq,151495.0,31106.31,12224.11,3499.8,952.74,103712.04
384,Josephina,Ghilks,jghilksan@wired.com,crNXMp8b,292907.0,74839.85,28047.96,3499.8,952.74,185566.65
385,Raynell,Blaney,rblaneyao@home.pl,7F3R28vq,104761.0,18955.46,7690.37,3499.8,952.74,73662.63
386,Kenna,Le Floch,kleflochap@soundcloud.com,MlJ0yKUbi,251235.0,61088.08,23355.09,3499.8,952.74,162339.29
387,Ring,Kobpa,rkobpaaq@walmart.com,5fgqRTpksJ,115002.0,21618.12,8627.42,3499.8,952.74,80303.92
388,Marlena,Greenin,mgreeninar@vimeo.com,Gh1tS9,122281.0,23510.66,9293.45,3499.8,952.74,85024.35
389,Demetrius,Blazi,dblazias@oaic.gov.au,nnLlJh102,157491.0,32721.24,12893.26,3499.8,952.74,107423.96
390,Georgette,Cockell,gcockellat@jiathis.com,FydzLXlWD,295263.0,75617.32,28334.45,3499.8,952.74,186858.69
391,Tuck,Lowen,tlowenau@japanpost.jp,1QjEQrJYI5sh,250538.0,60858.07,23277.31,3499.8,952.74,161950.08
392,Savina,Russi,srussiav@aol.com,5V1pJ8TSy8h,167574.0,35645.31,14018.52,3499.8,952.74,113457.63
393,Farlay,Kitchin,fkitchinaw@shutterfly.com,gU8UVNPHsJ8,93757.0,16459.35,6683.5,3499.8,952.74,66161.61
394,Lira,Moret,lmoretax@feedburner.com,pAWOkZd54fZX,198812.0,44704.33,17504.69,3499.8,952.74,132150.44
395,Brandice,Migheli,bmigheliay@fc2.com,icmZrJ,31035.0,4655.25,1567.27,1769.0,490.35,22553.13
396,Fitz,Nother,fnotheraz@deviantart.com,aBPbsSEh1HUS,76963.0,13016.58,5146.85,3499.8,952.74,54347.03
397,Anson,Sigart,asigartb0@ameblo.jp,Xkvb0qB8b,157598.0,32752.27,12905.2,3499.8,952.74,107487.99
398,Jdavie,Guly,jgulyb1@flickr.com,4KO8ZS5w0,204175.0,46259.6,18103.2,3499.8,952.74,135359.66
399,Alan,Guarin,aguarinb2@oakley.com,mcOqjZDE,53869.0,8282.31,3033.75,3070.53,851.13,38631.28
400,Daniele,Pakes,dpakesb3@bizjournals.com,acUeZPzM9,199100.0,44787.85,17536.83,3499.8,952.74,132322.78
401,Berry,Pendlington,bpendlingtonb4@microsoft.com,Y7mrxDd4IA3r,112336.0,20924.96,8383.48,3499.8,952.74,78575.02
402,Mikaela,Tippett,mtippettb5@ning.com,TiQkPneP,25478.0,3821.7,1286.64,1452.25,402.55,18514.86
403,Willow,Scutts,wscuttsb6@google.cn,cr7enFWXuKe,147939.0,30181.74,11827.26,3499.8,952.74,101477.46
404,Traver,McRavey,tmcraveyb7@ameblo.jp,c66eJyWw,96793.0,17081.73,6961.29,3499.8,952.74,68297.44
405,Aida,Couche,acoucheb8@cdc.gov,eAhxCI,145153.0,29457.38,11516.34,3499.8,952.74,99726.74
406,Jillene,Errol,jerrolb9@cloudflare.com,WP6SmLhuUVl,206146.0,46831.19,18323.16,3499.8,952.74,136539.11
407,Courtney,Quye,cquyeba@biglobe.ne.jp,bdP2xx,84033.0,14465.93,5793.75,3499.8,952.74,59320.78
408,Bordy,Leel,bleelbb@foxnews.com,UFE3ngf4M,93555.0,16417.94,6665.02,3499.8,952.74,66019.5
409,Ralph,McCrudden,rmccruddenbc@shutterfly.com,rO6PaiW,40818.0,6122.7,2061.31,2326.63,644.92,29662.44
410,Karen,Wrintmore,kwrintmorebd@fotki.com,XzjVsNDWc9,187905.0,41541.3,16287.46,3499.8,952.74,125623.7
411,Eolande,Licciardo,elicciardobe@naver.com,TxQIUWXVM,137330.0,27423.4,10670.43,3499.8,952.74,94783.63
412,Evaleen,Perrot,eperrotbf@ft.com,sU2PmzbbuyF,204297.0,46294.98,18116.81,3499.8,952.74,135432.67
413,Francklin,Dignon,fdignonbg@tinyurl.com,o2BXUZzif0,111246.0,20641.56,8283.74,3499.8,952.74,77868.16
414,Merle,Dyment,mdymentbh@macromedia.com,REPuyxMk6,184684.0,40607.21,15928.0,3499.8,952.74,123696.25
415,Elaine,Gruby,egrubybi@hatena.ne.jp,on6RE5Gv,241355.0,57827.68,22252.48,3499.8,952.74,156822.3
416,Currey,Aubery,cauberybj@archive.org,ax80H0,117766.0,22336.76,8880.32,3499.8,952.74,82096.38
417,Keen,Espada,kespadabk@ycombinator.com,0e8euMJI,121311.0,23258.46,9204.69,3499.8,952.74,84395.31
418,Ernie,Hellwig,ehellwigbl@mayoclinic.com,ia2hCk4kvo,176319.0,38181.36,14994.47,3499.8,952.74,118690.63
419,Gisele,Nelthorpe,gnelthorpebm@seesaa.net,piH2dOs8,42423.0,6363.45,2142.36,2418.11,670.28,30828.8
420,Hildy,Geach,hgeachbn@myspace.com,GMeD8W03qm,172208.0,36989.17,14535.68,3499.8,952.74,116230.61
421,Maryl,Gunney,mgunneybo@dot.gov,9t3PRIf2a3m,258538.0,63498.07,24170.11,3499.8,952.74,166417.28
422,Reece,Brient,rbrientbp@sohu.com,EXgGNkt08,85224.0,14710.08,5902.73,3499.8,952.74,60158.65
423,Sophie,Trudgian,strudgianbq@desdev.cn,9zAIDynW8E5d,30960.0,4644.0,1563.48,1764.72,489.17,22498.63
424,Thibaud,Staten,tstatenbr@unblog.fr,e4EjL0M,83673.0,14392.13,5760.81,3499.8,952.74,59067.52
425,Kristian,Hylton,khyltonbs@boston.com,e1qGmEhz6,218521.0,50419.94,19704.21,3499.8,952.74,143944.31
426,Katharina,Kleyn,kkleynbt@amazonaws.com,4nM6Qp18AJ,224155.0,52151.68,20332.96,3499.8,952.74,147217.82
427,Cathe,Moorton,cmoortonbu@wsj.com,bdvjqAm,190070.0,42169.15,16529.08,3499.8,952.74,126919.23
428,Kamilah,Prettejohns,kprettejohnsbv@virginia.edu,MOysDF,28511.0,4276.65,1439.81,1625.13,450.47,20718.94
429,Bertine,Roser,broserbw@nih.gov,ErzJPDsaRK7,154048.0,31770.08,12509.02,3499.8,952.74,105316.36
